Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Booking Date,TimeZone,Main Currency,Main Amount,Record Type,Payment Currency,Received (PC),Authorised (PC),Captured (PC),Settlement Currency,Payable (SC),Commission (SC),Markup (SC),Scheme Fees (SC),Interchange (SC),Processing Fee Currency,Processing Fee (FC),User Name,Payment Method Variant,Modification Merchant Reference,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,AffiniPayLLCMP1,BBKJX77BG9QKTH65,collection-0DF58MaNIQliIt77FcTNJC-3NfRM8D3VZtcWHLl8GrLXh,ach,2024-06-09 19:15:01,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,RCSLQDV6PRZPGS65,collection-7l1C30rzXXDHNtP1J9uUjd-6u8vJ4So4E7YuJBQznmsiq,ach,2024-06-09 19:15:02,PDT,USD,54.34,SentForSettle,USD,,-54.34,54.34,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,PJSVF7M77SRZ5TT5,collection-6hrdslPVJBXcFMXrYSAmmU-4oMwXiujr68FsV1ylTHmNl,ach,2024-06-09 19:15:03,PDT,USD,1.23,SentForSettle,USD,,-1.23,1.23,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WFG475SLTGVWH575,collection-3nRjiezjVA2GY46F59OSPy-6lcU84oJOF5AZccWe3YpfK,ach,2024-06-09 19:15:08,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WFG475SLTGVWH575,collection-3nRjiezjVA2GY46F59OSPy-6lcU84oJOF5AZccWe3YpfK,ach,2024-06-09 19:15:08,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WFG475SLTGVWH575,collection-3nRjiezjVA2GY46F59OSPy-6lcU84oJOF5AZccWe3YpfK,ach,2024-06-09 19:15:12,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,SB75VB4B26252VT5,collection-2PHskovElIdVFLwpp2QCdo-6tEw7tsXwChfstEOHCoyIB,ach,2024-06-09 19:15:13,PDT,USD,3.21,Received,USD,3.21,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,SB75VB4B26252VT5,collection-2PHskovElIdVFLwpp2QCdo-6tEw7tsXwChfstEOHCoyIB,ach,2024-06-09 19:15:13,PDT,USD,3.21,Authorised,USD,-3.21,3.21,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,SB75VB4B26252VT5,collection-2PHskovElIdVFLwpp2QCdo-6tEw7tsXwChfstEOHCoyIB,ach,2024-06-09 19:15:19,PDT,USD,3.21,SentForSettle,USD,,-3.21,3.21,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GK498L5DVFZTL3V5,collection-4mWje1flW5RyTqp8GyixzL-3MNdZLLlmGYltlgRdKcyYa,ach,2024-06-09 19:15:23,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GK498L5DVFZTL3V5,collection-4mWje1flW5RyTqp8GyixzL-3MNdZLLlmGYltlgRdKcyYa,ach,2024-06-09 19:15:23,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BDWBB87BG9QKTH65,collection-0Fa79kXQLzd46oEd3UBWrt-22RPkSR4pgS5muSXT0WjY6,ach,2024-06-09 19:15:36,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BDWBB87BG9QKTH65,collection-0Fa79kXQLzd46oEd3UBWrt-22RPkSR4pgS5muSXT0WjY6,ach,2024-06-09 19:15:36,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GK498L5DVFZTL3V5,collection-4mWje1flW5RyTqp8GyixzL-3MNdZLLlmGYltlgRdKcyYa,ach,2024-06-09 19:15:36,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BDWBB87BG9QKTH65,collection-0Fa79kXQLzd46oEd3UBWrt-22RPkSR4pgS5muSXT0WjY6,ach,2024-06-09 19:15:46,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GHZXF87BG9QKTH65,collection-5oCSYn9cwzCf23FqTpVHq3-4ryP3MDPaIIv1Yp6Tb6KTS,ach,2024-06-09 19:15:52,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GHZXF87BG9QKTH65,collection-5oCSYn9cwzCf23FqTpVHq3-4ryP3MDPaIIv1Yp6Tb6KTS,ach,2024-06-09 19:15:52,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GHZXF87BG9QKTH65,collection-5oCSYn9cwzCf23FqTpVHq3-4ryP3MDPaIIv1Yp6Tb6KTS,ach,2024-06-09 19:16:00,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GT9VR6XZ24KHQQ65,collection-7M5eGBmga0UGm9yS6XI51c-4nlXb2JCOfVB1IVhlc3jVd,ach,2024-06-09 19:16:12,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GT9VR6XZ24KHQQ65,collection-7M5eGBmga0UGm9yS6XI51c-4nlXb2JCOfVB1IVhlc3jVd,ach,2024-06-09 19:16:12,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GT9VR6XZ24KHQQ65,collection-7M5eGBmga0UGm9yS6XI51c-4nlXb2JCOfVB1IVhlc3jVd,ach,2024-06-09 19:16:16,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WV9533W7MFH49W65,collection-1jckHtW4vlyujDZN62C5HA-5OsIJ6ZNzrLjnP47nqEq2K,ach,2024-06-09 19:16:21,PDT,USD,1.23,Received,USD,1.23,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WV9533W7MFH49W65,collection-1jckHtW4vlyujDZN62C5HA-5OsIJ6ZNzrLjnP47nqEq2K,ach,2024-06-09 19:16:21,PDT,USD,1.23,Authorised,USD,-1.23,1.23,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WV9533W7MFH49W65,collection-1jckHtW4vlyujDZN62C5HA-5OsIJ6ZNzrLjnP47nqEq2K,ach,2024-06-09 19:16:28,PDT,USD,1.23,SentForSettle,USD,,-1.23,1.23,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,N6VN73W7MFH49W65,collection-0t3cxdJwUWirDDE43hc66B-2sR2wHO19WTJ2SYEMuvGgs,ach,2024-06-09 19:16:41,PDT,USD,1.23,Authorised,USD,-1.23,1.23,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,N6VN73W7MFH49W65,collection-0t3cxdJwUWirDDE43hc66B-2sR2wHO19WTJ2SYEMuvGgs,ach,2024-06-09 19:16:41,PDT,USD,1.23,Received,USD,1.23,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,N6VN73W7MFH49W65,collection-0t3cxdJwUWirDDE43hc66B-2sR2wHO19WTJ2SYEMuvGgs,ach,2024-06-09 19:16:43,PDT,USD,1.23,SentForSettle,USD,,-1.23,1.23,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,G5PRC3W7MFH49W65,collection-0VSpmNiF9xH62M4fQY1SFV-6vIwpKhiDXgfMk5qceechm,ach,2024-06-09 19:16:59,PDT,USD,1.23,Authorised,USD,-1.23,1.23,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,G5PRC3W7MFH49W65,collection-0VSpmNiF9xH62M4fQY1SFV-6vIwpKhiDXgfMk5qceechm,ach,2024-06-09 19:16:59,PDT,USD,1.23,Received,USD,1.23,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,G5PRC3W7MFH49W65,collection-0VSpmNiF9xH62M4fQY1SFV-6vIwpKhiDXgfMk5qceechm,ach,2024-06-09 19:17:13,PDT,USD,1.23,SentForSettle,USD,,-1.23,1.23,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,LZS7ZJS3WTJL3J65,collection-4V8ClFgnbkeKsIl8ZtmbQN-4nbvJ8BbookFkX4rx0ADmG,ach,2024-06-09 19:17:21,PDT,USD,1.23,Authorised,USD,-1.23,1.23,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,LZS7ZJS3WTJL3J65,collection-4V8ClFgnbkeKsIl8ZtmbQN-4nbvJ8BbookFkX4rx0ADmG,ach,2024-06-09 19:17:21,PDT,USD,1.23,Received,USD,1.23,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,LZS7ZJS3WTJL3J65,collection-4V8ClFgnbkeKsIl8ZtmbQN-4nbvJ8BbookFkX4rx0ADmG,ach,2024-06-09 19:17:36,PDT,USD,1.23,SentForSettle,USD,,-1.23,1.23,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,P8CQ8KS3WTJL3J65,collection-4J25p4XaFGXHH9HQsBEcu5-37EyM0GAHV2PpSymHeDDUD,ach,2024-06-09 19:17:54,PDT,USD,5.55,Authorised,USD,-5.55,5.55,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,P8CQ8KS3WTJL3J65,collection-4J25p4XaFGXHH9HQsBEcu5-37EyM0GAHV2PpSymHeDDUD,ach,2024-06-09 19:17:54,PDT,USD,5.55,Received,USD,5.55,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,P8CQ8KS3WTJL3J65,collection-4J25p4XaFGXHH9HQsBEcu5-37EyM0GAHV2PpSymHeDDUD,ach,2024-06-09 19:18:05,PDT,USD,5.55,SentForSettle,USD,,-5.55,5.55,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,KSX9FKS3WTJL3J65,collection-52HDMJUAsXq09lPkGmNtSI-2dAxfwn5LIsSfJ7xBvjuyp,ach,2024-06-09 19:18:14,PDT,USD,5.00,Authorised,USD,-5.00,5.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,KSX9FKS3WTJL3J65,collection-52HDMJUAsXq09lPkGmNtSI-2dAxfwn5LIsSfJ7xBvjuyp,ach,2024-06-09 19:18:14,PDT,USD,5.00,Received,USD,5.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,KSX9FKS3WTJL3J65,collection-52HDMJUAsXq09lPkGmNtSI-2dAxfwn5LIsSfJ7xBvjuyp,ach,2024-06-09 19:18:20,PDT,USD,5.00,SentForSettle,USD,,-5.00,5.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QDDCHKS3WTJL3J65,collection-23g4xznKQBqpiAHphMKKbw-7myWXFbZaKZ3iE4jS25Dn8,ach,2024-06-09 19:18:23,PDT,USD,5.00,Received,USD,5.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QDDCHKS3WTJL3J65,collection-23g4xznKQBqpiAHphMKKbw-7myWXFbZaKZ3iE4jS25Dn8,ach,2024-06-09 19:18:23,PDT,USD,5.00,Authorised,USD,-5.00,5.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QDDCHKS3WTJL3J65,collection-23g4xznKQBqpiAHphMKKbw-7myWXFbZaKZ3iE4jS25Dn8,ach,2024-06-09 19:18:35,PDT,USD,5.00,SentForSettle,USD,,-5.00,5.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,XB6258XZ24KHQQ65,collection-3hXTHVCNPldWZlLzqxaHAF-0fJhW6AhO3750Z0GDchptO,ach,2024-06-09 19:18:55,PDT,USD,5.00,Received,USD,5.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,XB6258XZ24KHQQ65,collection-3hXTHVCNPldWZlLzqxaHAF-0fJhW6AhO3750Z0GDchptO,ach,2024-06-09 19:18:55,PDT,USD,5.00,Authorised,USD,-5.00,5.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,XB6258XZ24KHQQ65,collection-3hXTHVCNPldWZlLzqxaHAF-0fJhW6AhO3750Z0GDchptO,ach,2024-06-09 19:18:59,PDT,USD,5.00,SentForSettle,USD,,-5.00,5.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,L8ZWBW7WBD492P65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4gr2DvEZlFJKXco9icavAn,ach,2024-06-09 19:19:11,PDT,USD,47.70,Expired,USD,,-47.70,,,,,,,,,,system,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JM6X5G4B26252VT5,collection-4J25p4XaFGXHH9HQsBEcu5-6zVsilvBlBArYwZQCswGV4,ach,2024-06-09 19:21:56,PDT,USD,5.00,Received,USD,5.00,,,,,,,,,,,ws@Company.AffiniPayLLC,unknowncard,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JM6X5G4B26252VT5,collection-4J25p4XaFGXHH9HQsBEcu5-6zVsilvBlBArYwZQCswGV4,ach,2024-06-09 19:21:56,PDT,USD,5.00,Refused,USD,-5.00,,,,,,,,,,,ws@Company.AffiniPayLLC,unknowncard,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,W9LS8JV6PRZPGS65,collection-7mfwKzqxpDMCi7q5MN6nk1-5OTzcPS8LVvpNGn2JwPEZk,ach,2024-06-09 19:22:11,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,W9LS8JV6PRZPGS65,collection-7mfwKzqxpDMCi7q5MN6nk1-5OTzcPS8LVvpNGn2JwPEZk,ach,2024-06-09 19:22:11,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,W9LS8JV6PRZPGS65,collection-7mfwKzqxpDMCi7q5MN6nk1-5OTzcPS8LVvpNGn2JwPEZk,ach,2024-06-09 19:22:25,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,H8CJ26W7MFH49W65,collection-1NMXyy1PyqLlTc5dpTji5W-6tfySjlC3T2wFH9PpbL8LD,ach,2024-06-09 19:22:27,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,H8CJ26W7MFH49W65,collection-1NMXyy1PyqLlTc5dpTji5W-6tfySjlC3T2wFH9PpbL8LD,ach,2024-06-09 19:22:27,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,H8CJ26W7MFH49W65,collection-1NMXyy1PyqLlTc5dpTji5W-6tfySjlC3T2wFH9PpbL8LD,ach,2024-06-09 19:22:39,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,TVHKJJV6PRZPGS65,collection-11zTB3HeLKQ9aXzkLTpFdj-54Ngt1m3oBaOemlT0bWTVi,ach,2024-06-09 19:22:45,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,TVHKJJV6PRZPGS65,collection-11zTB3HeLKQ9aXzkLTpFdj-54Ngt1m3oBaOemlT0bWTVi,ach,2024-06-09 19:22:45,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,TVHKJJV6PRZPGS65,collection-11zTB3HeLKQ9aXzkLTpFdj-54Ngt1m3oBaOemlT0bWTVi,ach,2024-06-09 19:22:54,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NSK76BXZ24KHQQ65,collection-43OKWNQbCV4qAxZ6cphAl3-3p5xi5pl0MmGZtUk3V6joE,ach,2024-06-09 19:23:06,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NSK76BXZ24KHQQ65,collection-43OKWNQbCV4qAxZ6cphAl3-3p5xi5pl0MmGZtUk3V6joE,ach,2024-06-09 19:23:06,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NSK76BXZ24KHQQ65,collection-43OKWNQbCV4qAxZ6cphAl3-3p5xi5pl0MmGZtUk3V6joE,ach,2024-06-09 19:23:11,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,R42JH6W7MFH49W65,collection-7FAgvB2dJAy1yI5arVePPF-6rQS3SFRvAaf0onU3brCzw,ach,2024-06-09 19:23:24,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,R42JH6W7MFH49W65,collection-7FAgvB2dJAy1yI5arVePPF-6rQS3SFRvAaf0onU3brCzw,ach,2024-06-09 19:23:24,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,R42JH6W7MFH49W65,collection-7FAgvB2dJAy1yI5arVePPF-6rQS3SFRvAaf0onU3brCzw,ach,2024-06-09 19:23:39,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CMLJC9SLTGVWH575,collection-1N4pFNsfGdNWuAyCLQcjew-1vhdHDUDGsoiocbkSwGlY9,ach,2024-06-09 19:23:40,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CMLJC9SLTGVWH575,collection-1N4pFNsfGdNWuAyCLQcjew-1vhdHDUDGsoiocbkSwGlY9,ach,2024-06-09 19:23:40,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CMLJC9SLTGVWH575,collection-1N4pFNsfGdNWuAyCLQcjew-1vhdHDUDGsoiocbkSwGlY9,ach,2024-06-09 19:23:51,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QW9XG9SLTGVWH575,collection-2lzC57V7gFvl81LHlkFrFk-3V1CPjemoQpreC3vkBU5ML,ach,2024-06-09 19:23:55,PDT,USD,1.00,Received,USD,1.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QW9XG9SLTGVWH575,collection-2lzC57V7gFvl81LHlkFrFk-3V1CPjemoQpreC3vkBU5ML,ach,2024-06-09 19:23:55,PDT,USD,1.00,Authorised,USD,-1.00,1.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QW9XG9SLTGVWH575,collection-2lzC57V7gFvl81LHlkFrFk-3V1CPjemoQpreC3vkBU5ML,ach,2024-06-09 19:24:06,PDT,USD,1.00,SentForSettle,USD,,-1.00,1.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WK83QD7BG9QKTH65,collection-2awRskDsMqpmh8zZrC3As0-5nZXfV5yubGJPtfmsKoUMX,ach,2024-06-09 19:24:39,PDT,USD,77.00,Received,USD,77.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WK83QD7BG9QKTH65,collection-2awRskDsMqpmh8zZrC3As0-5nZXfV5yubGJPtfmsKoUMX,ach,2024-06-09 19:24:39,PDT,USD,77.00,Authorised,USD,-77.00,77.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,VQS5BDM77SRZ5TT5,collection-5TqgxlAwMJeVTTQk7qxjmV-2MxaXndG2XtCHLYeAgL6Gp,ach,2024-06-09 19:24:51,PDT,USD,1.26,Authorised,USD,-1.26,1.26,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,VQS5BDM77SRZ5TT5,collection-5TqgxlAwMJeVTTQk7qxjmV-2MxaXndG2XtCHLYeAgL6Gp,ach,2024-06-09 19:24:51,PDT,USD,1.26,Received,USD,1.26,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,VQS5BDM77SRZ5TT5,collection-5TqgxlAwMJeVTTQk7qxjmV-2MxaXndG2XtCHLYeAgL6Gp,ach,2024-06-09 19:24:52,PDT,USD,1.26,SentForSettle,USD,,-1.26,1.26,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WK83QD7BG9QKTH65,collection-2awRskDsMqpmh8zZrC3As0-5nZXfV5yubGJPtfmsKoUMX,ach,2024-06-09 19:24:53,PDT,USD,77.00,SentForSettle,USD,,-77.00,77.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,W93PPH4B26252VT5,collection-0wrPzkcEzWRI8kcyKIz24G-6WVJvYB5UPYzWR7lU4TS1L,ach,2024-06-09 19:25:08,PDT,USD,78.00,Received,USD,78.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,W93PPH4B26252VT5,collection-0wrPzkcEzWRI8kcyKIz24G-6WVJvYB5UPYzWR7lU4TS1L,ach,2024-06-09 19:25:08,PDT,USD,78.00,Authorised,USD,-78.00,78.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,W93PPH4B26252VT5,collection-0wrPzkcEzWRI8kcyKIz24G-6WVJvYB5UPYzWR7lU4TS1L,ach,2024-06-09 19:25:23,PDT,USD,78.00,SentForSettle,USD,,-78.00,78.00,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,C6T4XCXZ24KHQQ65,collection-7mNBs5EOmC1qhoZnrSNdFa-3XPn12iGe8r8ppPE6t3LBC,ach,2024-06-09 19:26:45,PDT,USD,0.12,Authorised,USD,-0.12,0.12,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,C6T4XCXZ24KHQQ65,collection-7mNBs5EOmC1qhoZnrSNdFa-3XPn12iGe8r8ppPE6t3LBC,ach,2024-06-09 19:26:45,PDT,USD,0.12,Received,USD,0.12,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,C6T4XCXZ24KHQQ65,collection-7mNBs5EOmC1qhoZnrSNdFa-3XPn12iGe8r8ppPE6t3LBC,ach,2024-06-09 19:26:52,PDT,USD,0.12,SentForSettle,USD,,-0.12,0.12,,,,,,,,,system,ach,<auto>,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BCK757886D22P4V5,collection-0tkOP4IThTXE3O0JRkCxxS-3JPCLnAD6QULBgHfhYjkQI,ach,2024-06-09 19:27:16,PDT,USD,5.00,Received,USD,5.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BCK757886D22P4V5,collection-0tkOP4IThTXE3O0JRkCxxS-3JPCLnAD6QULBgHfhYjkQI,ach,2024-06-09 19:27:16,PDT,USD,5.00,Authorised,USD,-5.00,5.00,,,,,,,,,,ws@Company.AffiniPayLLC,ach,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BCK757886D22P4V5,collection-0tkOP4IThTXE3O0JRkCxxS-3JPCLnAD6QULBgHfhYjkQI,ach,2024-06-09 19:27:31,PDT,USD,5.00,SentForSettle,USD,,-5.00,5.00,,,,,,,,,system,ach,<auto>,,,,,,,,
